1:904165 [-0.16305764  4.65142072 -0.23944419]
1:179687646 [ 0.22267224  4.47876393 -0.2656237 ]
1:179716507 [-0.20889372  4.76955291 -0.19756505]
1:179727752 [ 0.07896014  4.48153342 -0.28204718]
1:180145088 [ 0.58353038  3.6487409  -0.3322907 ]
1:180201184 [-0.27892611  4.79532691 -0.19041378]
1:180381923 [ 0.21281286  4.40252704 -0.2078915 ]
1:180561644 [-0.18235469  4.86855872 -0.32385053]
1:180905263 [-0.15239297  4.60397547 -0.24244509]
1:181266420 [ 0.34395132  4.21259843 -0.22584109]
1:182352621 [-0.00840872  4.68410046 -0.32859733]
1:183157924 [-0.1824317   4.8156011  -0.20469625]
1:183597537 [-0.37399329  4.76084813 -0.33987366]
1:183617693 [-0.05941213  4.63830823 -0.25919724]
1:184111365 [ 0.17447215  4.51169969 -0.29327358]
1:184272584 [ 0.18914672  4.45737827 -0.30739036]
1:184282979 [ 0.13696428  4.5441039  -0.29529758]
1:184663537 [ 0.44969939  4.27729588 -0.25963516]
1:184677464 [-0.20512466  4.88850293 -0.3196874 ]
1:184810895 [-0.27244662  4.88771639 -0.18988748]
1:185371940 [-0.46657636  5.16538696 -0.16286331]
1:185455790 [ 0.56048943  4.1068689  -0.14787304]
1:185864512 [-0.65517217  4.7205397  -0.27700197]
1:186101539 [ 0.10200944  4.53064477 -0.22764546]
1:186113727 [-0.75063309  4.76087956 -0.28921671]
1:186190163 [ 0.35467931  4.22917553 -0.26150254]
1:186273994 [ 0.03113925  4.63652072 -0.34152365]
1:186632317 [ 0.5363036   4.53399935 -0.27590568]
1:186887107 [-0.55997824  4.79825519 -0.20607704]
1:187057636 [ 0.13324411  4.5794199  -0.23878235]
1:187095959 [ 0.27536689  4.46790674 -0.19580769]
1:187154470 [-0.07310301  4.7453319  -0.27911471]
1:187418404 [ 0.22171966  4.43364858 -0.18413347]
1:187595914 [-0.61775406  4.68130002 -0.22908077]
1:188086156 [ 0.2129007   4.31781798 -0.17841958]
1:188629757 [ 0.15084824  4.5498363  -0.2022223 ]
1:189350700 [-0.90202275  4.74728516 -0.20109761]
1:189678231 [-0.10714747  4.71623721 -0.36809172]
1:189781569 [-0.04074222  4.6799821  -0.22074957]
1:190042706 [-0.25833452  4.73765202 -0.32355428]
1:190099810 [-0.03127285  4.62668186 -0.3254034 ]
1:190102031 [ 0.11222109  4.56277352 -0.26212466]
1:190424966 [ 0.15304929  4.53014326 -0.28919142]
1:190472727 [ 0.26644414  4.44395903 -0.29144032]
1:190476831 [ 0.22106432  4.52321032 -0.18539862]
1:190965934 [ 0.00484997  4.66050593 -0.28321027]
1:191195800 [ 0.47187698  4.3045284  -0.27672979]
1:191453259 [-0.33634956  4.92473861 -0.35635502]
1:193523636 [ 0.32458587  4.23495838 -0.23951237]
1:194011835 [-0.42044773  4.81244587 -0.28150443]
1:194682062 [-0.22514123  4.81366961 -0.35646279]
1:194811972 [-0.28015842  4.84839753 -0.19272074]
1:194993511 [ 0.12308322  4.42661953 -0.20684756]
1:195302846 [ 0.218693    4.57446544 -0.24178469]
1:195448770 [ 0.13811402  4.40381197 -0.23440008]
1:195934150 [ 0.29641088  4.18398967 -0.26990218]
1:195977640 [ 0.43711092  4.4703049  -0.20065207]
1:196701051 [-0.03777765  4.71404109 -0.35563628]
1:197480986 [-0.75930081  4.68167592 -0.24019724]
1:197735497 [ 0.37374244  4.00649115 -0.24268956]
1:198224252 [-0.18250168  4.74285471 -0.26822206]
1:199134987 [ 0.21991728  4.57305861 -0.276221  ]
1:199270943 [-0.15437055  4.84318334 -0.32959682]
1:199356619 [ 0.26631029  4.45443077 -0.35007019]
1:200000125 [ 0.44087635  4.20847454 -0.16814213]
1:200042031 [-0.12197832  4.6800813  -0.27672087]
1:200534248 [ 0.01385875  4.64017816 -0.3322935 ]
1:200817285 [-1.6116945   4.62802947 -0.2186552 ]
1:200905049 [-0.65558012  4.69176415 -0.17978676]
1:201003606 [-0.482104    5.10315674 -0.23952091]
1:201125326 [-0.00770019  4.64773851 -0.29761611]
1:201239651 [-0.54780372  5.16163975 -0.20048201]
1:201282469 [-0.53722098  4.64542023 -0.2445912 ]
1:201355943 [-0.09196767  4.71170901 -0.21351963]
1:201550615 [-0.37432282  4.69742976 -0.24435608]
1:201860626 [-0.24489697  5.03680606 -0.26799394]
1:202870330 [ 0.37301679  4.02520428 -0.18588932]
1:203670179 [ 0.32710704  4.32937267 -0.2169388 ]
1:204120952 [-0.29353532  4.63924482 -0.13912082]
1:204159922 [-0.9310992   4.82542328 -0.40224258]
1:204618573 [ 0.35659288  4.13394289 -0.27606673]
1:204807500 [ 0.12105939  4.53299698 -0.31328692]
1:205213883 [ 0.2200761   4.45392506 -0.21846307]
1:205561372 [-0.40736866  4.77547282 -0.27953525]
1:205896235 [ 0.48401106  4.31610134 -0.21941539]
1:206256359 [-0.19534401  4.67188073 -0.24581449]
1:206665052 [ 0.13379149  4.5509401  -0.27945717]
1:206669465 [ 0.2066039   4.59120617 -0.2683047 ]
1:206835985 [ 0.51206728  4.0256467  -0.28159713]
1:206939904 [-0.08972778  4.59836372 -0.25517064]
1:207311481 [-0.7188804   4.81987211 -0.12615556]
1:207556770 [-3.76663835e-03  4.63534106e+00 -2.32806368e-01]
1:207784968 [ 0.42562355  3.95093713 -0.26215973]
1:208051059 [ 0.02318952  4.62044081 -0.27946001]
1:208443170 [-0.15820135  4.66627223 -0.29823867]
1:208453274 [ 0.25771461  4.5579948  -0.28003701]
1:208755605 [-0.26641874  4.91719236 -0.335137  ]
1:208777895 [ 0.0909561   4.52149234 -0.26395986]
1:209129752 [ 0.1088097   4.48449897 -0.25881945]
1:209822859 [-0.19781908  4.92039886 -0.35388695]
1:209872590 [ 0.27036486  4.23809329 -0.28513782]
1:210049893 [ 0.73027896  4.36195393 -0.19254975]
1:210197495 [ 0.09513062  4.58845813 -0.23067951]
1:210463122 [ 0.35423724  4.42540448 -0.09528714]
1:211311215 [-0.04940283  4.68022918 -0.31043327]
1:211372063 [-0.09659487  4.73758784 -0.29321001]
1:211806784 [ 0.29732975  4.32968353 -0.35097799]
1:212677319 [-0.45554712  4.90140923 -0.25264418]
1:212727262 [-0.25203726  4.81845585 -0.29292383]
1:212798977 [-0.44993593  4.8111304  -0.23811505]
1:212846165 [ 0.01660416  4.62673384 -0.25023545]
1:213536488 [-0.33834287  4.94655342 -0.36702517]
1:213754770 [-0.10636195  4.77629884 -0.2670107 ]
1:213866694 [-0.86375964  4.77355251 -0.24450213]
1:213915710 [ 0.45864376  4.11398262 -0.25886522]
1:214819587 [ 0.14741622  4.60516459 -0.26022799]
1:215315037 [ 0.26221622  4.37594156 -0.33342674]
1:215916563 [-0.00532469  4.54111818 -0.17396582]
1:216035149 [-0.14762897  4.74656805 -0.19947882]
1:216064898 [-0.15451796  4.7107338  -0.30577786]
1:216112208 [-0.07205243  4.66802481 -0.28775392]
1:216219781 [-0.23157262  4.90516311 -0.3433713 ]
1:216715514 [ 0.20106201  4.4739624  -0.29625749]
1:216732718 [-0.52117832  4.73252877 -0.234863  ]
1:217265865 [ 0.69739688  3.27682311 -0.21886267]
1:217293917 [ 0.25840353  4.61482748 -0.29307324]
1:217359519 [ 0.16150727  4.51859842 -0.20078263]
1:217464290 [-0.23197604  4.66643285 -0.15772262]
1:217487940 [ 0.33593283  4.3499599  -0.20927177]
1:217947738 [ 0.12693387  4.46727472 -0.36223465]
1:218272851 [ 0.48266127  4.49155702 -0.2286631 ]
1:218475847 [-1.488778    4.65497893 -0.2493014 ]
1:218714208 [ 0.33337322  4.40838505 -0.22707597]
1:219009835 [ 0.02997291  4.62844374 -0.27690163]
1:219937351 [ 0.2335008   4.36022677 -0.27827564]
1:220156704 [-0.48860275  4.67443884 -0.27008558]
1:222021079 [ 0.08633878  4.56827621 -0.25741775]
1:222289598 [ 0.14499707  4.40250481 -0.26769365]
1:222426667 [ 0.31399012  4.44838056 -0.22986776]
1:222513180 [-0.22057364  4.77075846 -0.24475936]
1:222619902 [ 0.04287501  4.59903891 -0.26694292]
1:222923351 [ 0.10365011  4.41062001 -0.21355228]
1:223042940 [ 0.16218486  4.46912955 -0.12460585]
1:223306431 [ 0.06888292  4.5173573  -0.31541924]
1:223374948 [-1.47027399e-03  4.59900193e+00 -2.30225628e-01]
1:223567401 [ 0.065292    4.57219564 -0.19320312]
1:223567803 [-0.03269167  4.57925935 -0.19023776]
1:223642646 [-0.07677077  4.64464863 -0.16098305]
1:223874213 [ 0.36599397  4.46810854 -0.26548734]
1:223989966 [-0.29987227  4.78270797 -0.29715706]
1:225528340 [-0.23389293  4.66585063 -0.28176583]
1:226033969 [ 0.35192804  4.52612862 -0.2040067 ]
1:226055595 [-0.06138974  4.70533151 -0.2698603 ]
1:226160511 [ 0.24657625  4.41095825 -0.24016082]
1:226166555 [ 0.12510591  4.53976302 -0.26675454]
1:226234883 [-0.19682024  4.83468139 -0.20441281]
1:226352498 [-0.19557299  4.81422321 -0.23454564]
1:227205331 [-0.41852442  4.91695884 -0.27588878]
1:227216775 [-0.0232686   4.64597838 -0.27720122]
1:227426205 [-0.855579    4.86792862 -0.38250208]
1:227935444 [ 0.05796827  4.50968638 -0.24363803]
1:228556788 [ 0.02502541  4.5954781  -0.24037519]
1:228613005 [-3.08731307e-03  4.57145614e+00 -2.10461030e-01]
1:229118735 [ 0.17643881  4.45948866 -0.19154377]
1:229631734 [-0.19737354  4.65608144 -0.2120001 ]
1:230285056 [-0.16613324  4.73705403 -0.29743809]
1:230438592 [-0.04894157  4.65808637 -0.20093141]
1:230510977 [ 0.48408588  4.35738392 -0.16676364]
1:230914746 [-0.59657284  4.66198033 -0.28797158]
1:231104225 [-0.27924042  5.05567951 -0.35110459]
1:231254003 [-2.07955994e-04  4.66368149e+00 -2.42818810e-01]
1:231262020 [-0.23384441  4.8048029  -0.19537551]
1:231365440 [-0.31264305  4.83036972 -0.24326136]
1:231376806 [ 0.27623389  4.56545904 -0.23588037]
1:231828596 [ 0.16021599  4.51122682 -0.18401408]
1:232073128 [ 0.01560443  4.52944654 -0.17362962]
1:232102264 [-0.4292599   5.02540134 -0.25599447]
1:232300841 [-0.09989385  4.70343242 -0.27790205]
1:232438081 [ 0.15835378  4.55904819 -0.27500418]
1:232568041 [ 0.22958746  4.57987069 -0.21147875]
1:232727525 [-0.24459068  4.72609251 -0.33364611]
1:232943513 [-0.97856279  4.6542484  -0.27029262]
1:233236580 [ 0.21485139  4.51470516 -0.20626283]
1:233608565 [-0.1159302   4.76977153 -0.2916366 ]
1:233895488 [-0.07632574  4.72274446 -0.21431491]
1:234426240 [ 0.16549104  4.35474869 -0.20138751]
1:234529570 [-0.19397193  4.81540651 -0.27397695]
1:234903911 [-0.23289166  4.78219939 -0.29742956]
1:235715523 [ 0.33633766  4.23489384 -0.31118116]
1:235738515 [-0.28262661  4.65592482 -0.2627919 ]
1:235994867 [-0.56637843  4.96414039 -0.26431333]
1:236389999 [-0.00510634  4.6188122  -0.2508408 ]
1:236451196 [-0.31112129  4.82675037 -0.36026082]
1:237151125 [ 0.43878139  3.9251014  -0.28594981]
1:237313722 [ 0.40156671  4.35649613 -0.24463082]
1:237540615 [-0.04417836  4.65225926 -0.30034624]
1:237619942 [-0.75945299  4.66287793 -0.24381603]
1:237911004 [ 0.04978198  4.59267884 -0.23378741]
1:237931094 [-0.58461508  5.10006907 -0.28285321]
1:238096886 [-0.29405672  4.97946282 -0.28698478]
1:238650133 [ 0.11434347  4.54490962 -0.2304261 ]
1:239436876 [-0.13117229  4.67530304 -0.23808953]
1:239612814 [-0.0073013   4.65227203 -0.24783284]
1:240113107 [-0.15230389  4.75119543 -0.2704235 ]
1:240130042 [ 0.16488832  4.53138048 -0.22405369]
1:240466440 [-0.1131666   4.73198078 -0.30121683]
1:240633273 [-0.39176448  5.13182743 -0.24209677]
1:241280303 [ 0.01959757  4.65422343 -0.32360092]
1:241361793 [ 0.11848325  4.62010712 -0.32018545]
1:241509795 [ 0.54597173  3.86613043 -0.28787329]
1:241522325 [ 0.4272547   4.01263255 -0.26669761]
1:241907817 [-0.19150424  4.83569196 -0.24786526]
1:242030151 [ 0.08712378  4.54307051 -0.30751709]
1:242653512 [-0.03553608  4.58075829 -0.17674376]
1:242819974 [ 0.1419719   4.34262634 -0.15360326]
1:242872032 [-0.0833085   4.59746085 -0.18147577]
1:242873595 [ 0.1968652   4.44149687 -0.21026646]
1:242915189 [-0.0440416   4.66022515 -0.3310841 ]
1:242919558 [ 0.63148585  4.44834906 -0.22849238]
1:243147031 [ 0.04435228  4.64129032 -0.41296024]
1:243639218 [ 0.4347199   4.12292561 -0.17212052]
1:243664857 [-0.25856038  4.83355167 -0.25784617]
1:244275252 [ 0.18818549  4.61610781 -0.26478678]
1:244534781 [ 0.08488172  4.45574094 -0.21764076]
1:244957186 [-0.08725881  4.67398261 -0.24254625]
1:244965588 [-0.17920624  4.87431079 -0.26947833]
1:245130641 [ 0.27501822  4.34843278 -0.19825415]
1:245288493 [-0.25325105  4.79305025 -0.31907361]
1:245371492 [ 0.31263138  4.37151273 -0.20493569]
1:245511851 [-0.24576867  4.73506049 -0.18129463]
1:245557294 [-0.1064212   4.7882361  -0.25609779]
1:245840409 [ 0.03905089  4.57345881 -0.232694  ]
1:245884152 [-0.15309538  4.69455205 -0.21078706]
1:246373295 [ 0.10092969  4.49886929 -0.1846808 ]
1:246755124 [ 0.11370597  4.42710768 -0.21642048]
1:246874875 [ 0.02263241  4.66278925 -0.26241644]
1:247008439 [-0.39836392  4.75079218 -0.22435795]
1:247012943 [ 0.53037539  4.60126601 -0.24302834]
1:247151557 [ 0.54842294  3.87573163 -0.2409478 ]
1:247366435 [-0.19447937  4.79340295 -0.28078723]
1:247419664 [ 0.49245361  3.84401276 -0.208663  ]
1:247587408 [ 0.20782758  4.57188639 -0.22114422]
1:247600301 [-1.29622442e-03  4.60909994e+00 -2.29371259e-01]
1:247752367 [-0.1110096   4.65123976 -0.08416327]
1:247875543 [-0.88125174  4.63899576 -0.2629067 ]
1:247972002 [ 0.31882937  4.05311788 -0.21240714]
1:248515194 [ 0.08210623  4.51169405 -0.24352439]
1:248790167 [ 1.08170777  4.52300331 -0.33208418]
1:248855612 [ 0.41663425  3.97980107 -0.1564995 ]
2:584523 [ 0.54364137  3.97883553 -0.27159656]
2:839425 [-0.01945738  4.67570215 -0.21662019]
2:858062 [ 0.17275926  4.50923223 -0.25069884]
2:1168781 [-0.57196009  4.83803895 -0.20434908]
2:1626392 [-0.29269782  4.94564086 -0.28708442]
2:1641991 [ 0.75919324  3.26815281 -0.20257838]
2:1676388 [ 0.28859797  4.39198756 -0.22660023]
2:2241344 [ 0.08912911  4.50323298 -0.20066229]
2:2729381 [-0.10948787  4.7032068  -0.29724277]
2:3326045 [-0.06009638  4.72739974 -0.29339955]
2:3904709 [ 0.26204627  4.47697068 -0.23758499]
2:4102330 [ 0.17332719  4.41090571 -0.31798741]
2:4196243 [ 0.02010372  4.66944518 -0.31461838]
2:4377723 [ 0.39239798  4.36953144 -0.269165  ]
2:4514506 [-0.06080667  4.66722929 -0.35256569]
2:4938567 [ 0.18960204  4.32990779 -0.26926717]
2:5215885 [ 0.46986742  4.37467334 -0.21510294]
2:5266939 [ 0.1411828   4.52444116 -0.27855473]
2:5863154 [-0.05326193  4.71465039 -0.35020229]
2:5971934 [ 0.28615351  4.41080964 -0.36215546]
2:6204508 [-0.00998869  4.63972558 -0.30058487]
2:6380352 [ 0.24789092  4.39228958 -0.17118783]
2:6711631 [ 0.28532264  4.4545161  -0.20199402]
2:6929318 [ 0.40231234  4.27377997 -0.24438548]
2:7137067 [-0.0387111   4.65595436 -0.24355264]
2:7163141 [ 0.22760164  4.52839578 -0.26199643]
2:7256592 [ 0.0412151   4.56647021 -0.22729178]
2:7396577 [-0.10584921  4.65335513 -0.22432167]
2:7933809 [-0.21255549  4.8867563  -0.32399799]
2:8166541 [-0.5310539   4.71490643 -0.24572574]
2:8178735 [ 0.20145906  4.39320099 -0.19776667]
2:8235239 [-0.47335672  4.89838849 -0.29432468]
2:8404110 [-0.26719386  5.02237679 -0.27675997]
2:8480734 [ 0.14642251  4.50116179 -0.20438486]
2:8871342 [ 0.22754451  4.5437341  -0.30377831]
2:9247025 [ 0.22087371  4.52015432 -0.2493633 ]
2:9281704 [ 0.51715003  4.03427764 -0.18881635]
2:9902056 [ 0.21891208  4.29578403 -0.2811409 ]
2:10501681 [ 0.62750777  3.62207452 -0.22372753]
2:10863267 [-0.16354217  4.84615943 -0.31768386]
2:10908893 [ 0.30907741  4.30860226 -0.21955632]
2:10942687 [ 0.2719088   4.34737284 -0.24292164]
2:11031430 [ 0.14489769  4.44009179 -0.13305486]
2:11085744 [-0.36510229  4.95908544 -0.24765343]
2:11736305 [-0.59691902  4.86316901 -0.20341737]
2:11898931 [-0.67594295  4.90840616 -0.0938679 ]
2:12146012 [-0.2960224   4.75086734 -0.26125649]
2:13162309 [-0.44778212  4.80156726 -0.20285506]
2:13372691 [-0.03128691  4.69645569 -0.18868947]
2:13719570 [ 0.03779929  4.5860677  -0.2526244 ]
2:13745887 [-0.38052485  5.16366768 -0.2046677 ]
2:14712895 [-0.31060408  4.7704208  -0.25502749]
2:15301243 [-0.07284184  4.66114483 -0.25655912]
2:15372562 [ 0.2740722   4.57168186 -0.25611486]
2:15451774 [-0.27593583  4.74474153 -0.26302362]
2:15814651 [-0.09044647  4.62333598 -0.27326791]
2:15893891 [ 0.26785909  4.43367208 -0.23177244]
2:15895707 [ 0.18422795  4.36505213 -0.19453714]
2:15952057 [ 0.26657755  4.4879193  -0.33519591]
2:17561906 [-0.55560931  5.14119489 -0.1318717 ]
2:17973438 [ 0.07443699  4.56765466 -0.20602416]
2:18082049 [-0.33621875  4.7683916  -0.12882417]
2:18113420 [-0.4762362   4.62890062 -0.25444071]
2:18235679 [-0.16941325  4.77331378 -0.17621538]
2:18243534 [-0.01791551  4.63662075 -0.26567581]
2:18550057 [-0.09841413  4.72666179 -0.25974019]
2:18995463 [-0.30063561  4.68001971 -0.27134968]
2:19075909 [ 0.2425207   4.21022701 -0.19994615]
2:19110370 [ 0.06868068  4.58828382 -0.27257627]
2:19302855 [ 0.15546011  4.48558007 -0.20674522]
2:19855082 [-0.29030869  4.89053688 -0.19377879]
2:20322122 [ 0.38389196  4.40253854 -0.22408869]
2:20412227 [-0.20455925  4.76742606 -0.31650814]
2:20824498 [ 0.00824217  4.60279689 -0.2518942 ]
2:20855911 [-0.00726187  4.69273698 -0.34119126]
2:21260084 [ 0.23881219  4.60038914 -0.258802  ]
2:21653983 [ 0.13930091  4.58335653 -0.30470899]
2:21849671 [ 0.5221569   4.58560784 -0.24826154]
2:22187647 [-0.63464424  5.09294027 -0.14068561]
2:22576100 [-0.31205652  4.81554106 -0.33088912]
2:22665048 [-0.25161579  4.76704676 -0.1002315 ]
2:22780029 [ 0.21764127  4.44649128 -0.27585226]
2:23218255 [-0.3132388   4.75751284 -0.31511008]
2:23334779 [-0.35917215  4.96901557 -0.27146919]
2:23623283 [-0.15885467  4.64679526 -0.25788656]
2:24302246 [ 0.20328321  4.58461882 -0.28148094]
2:25587851 [ 0.18053642  4.40517619 -0.17808505]
2:25789849 [-0.54468298  4.6982027  -0.25136159]
2:26042515 [-0.57363024  4.93993554 -0.27176449]
2:26174103 [-0.53658641  4.74832749 -0.16963049]
2:26678040 [-0.39663142  4.68724652 -0.1564362 ]
2:27306046 [-0.72834517  4.61804114 -0.22037138]
2:28250990 [-0.23112212  4.94068836 -0.25026801]
2:29169612 [-0.05154086  4.70507241 -0.25896297]
2:29415014 [ 0.33376651  4.31453564 -0.24565281]
2:30087465 [ 0.46748657  4.30487399 -0.20373568]
2:30292478 [-0.2389329   4.68368605 -0.24052336]
2:30436249 [-0.0166622   4.69077462 -0.34020945]
2:30581537 [-0.39347337  4.81148859 -0.22339513]
2:30721503 [-0.08009995  4.69876328 -0.32352687]
2:31135184 [-1.14918512e-03  4.60052236e+00 -2.40644588e-01]
2:31327850 [-0.30703481  5.01389632 -0.30205847]
2:31410653 [-0.26780366  4.78149244 -0.20524352]
2:31540926 [ 0.61081211  3.91326848 -0.24147945]
2:31589414 [ 0.04798097  4.53119628 -0.19028776]
2:32977741 [-0.22280271  4.99505579 -0.26591295]
2:33336309 [-0.05793711  4.67357111 -0.28356436]
2:33682603 [-0.08504849  4.67446428 -0.34739825]
2:33875088 [-0.27065381  4.72728795 -0.29132369]
2:34043081 [-0.05059054  4.67053689 -0.32391957]
2:34137903 [-0.28528307  4.79356157 -0.21671845]
2:34156809 [-0.10400275  4.74449818 -0.27998363]
2:34505480 [ 0.31273558  4.08973583 -0.27475435]
2:34611748 [ 0.17095497  4.49477278 -0.27998349]
2:34753390 [ 0.33518365  4.44119631 -0.25256248]
2:34760573 [-0.12151385  4.67274261 -0.20582002]
2:34814518 [-0.6834163   5.00331974 -0.27073729]
2:35593804 [-0.40501116  4.70885153 -0.2818645 ]
2:36803863 [-0.06914724  4.71904998 -0.27752145]
2:36904196 [ 0.54875753  3.58106175 -0.25719127]
2:37087940 [ 0.43223479  3.78697179 -0.23461969]
2:37619430 [ 1.90114068e-03  4.59580391e+00 -2.25368157e-01]
2:37691130 [ 0.22556641  4.38707848 -0.28977186]
2:37731665 [-0.15670902  4.7338011  -0.25469194]
2:38054623 [-2.58400087e-04  4.64307863e+00 -2.91296085e-01]
2:38062895 [ 0.11149757  4.47747915 -0.20351702]
2:38447523 [ 0.39030766  4.22230495 -0.19545999]
2:38916970 [-0.24599908  4.66375619 -0.22457549]
2:39305489 [ 0.517634    3.80078321 -0.22971572]
2:40497501 [ 0.0950261   4.51904804 -0.34504374]
2:41848835 [ 0.01080549  4.59836702 -0.22430174]
2:42087252 [-0.33485715  4.81758559 -0.29714464]
2:42350487 [-0.22871354  4.74268071 -0.23406483]
2:42638057 [-0.43944703  4.70910199 -0.24460355]
2:42925459 [-0.18458179  4.89953583 -0.30721518]
2:43808065 [-0.5707305   5.38427539 -0.34060867]
2:43989525 [-0.98408634  4.64075361 -0.23500091]
2:44028013 [-0.29798222  4.73508354 -0.27296139]
2:44065090 [-0.02068954  4.61438762 -0.25581919]
2:44490660 [-0.26979632  4.98392547 -0.31031418]
2:44519142 [-0.20878131  4.91717865 -0.39120015]
2:45220348 [-0.06230082  4.71689628 -0.25260183]
2:45242008 [ 0.07390589  4.57045663 -0.32807531]
2:45560276 [-0.29353153  4.72667074 -0.27463428]
2:46709571 [ 0.19914858  4.51901355 -0.22025074]
2:47072226 [ 0.29679657  4.34902515 -0.1869377 ]
2:47119469 [-0.542475    5.15763257 -0.18138097]
2:47227146 [-0.51262092  4.8074869  -0.17668535]
2:47382342 [ 0.07333885  4.64510416 -0.34626958]
2:47883357 [-0.18317316  4.73053539 -0.19278918]
2:48300241 [-0.11539198  4.75198085 -0.33683623]
2:48443320 [ 0.05485032  4.5516531  -0.22849106]
2:48722755 [-0.04970478  4.68601474 -0.24347625]
2:48821941 [ 0.07706409  4.51893556 -0.18289558]
2:48938356 [-0.31129064  5.01529416 -0.2843039 ]
2:49191041 [ 0.59967128  3.92650223 -0.10295847]
2:49207493 [-0.56362998  4.81179999 -0.10271243]
2:49563508 [ 0.17119709  4.48232339 -0.2987617 ]
2:49947538 [ 0.60989555  4.43725359 -0.24607985]
2:50085965 [ 0.05139673  4.60487732 -0.26486875]
2:50157772 [ 0.03130269  4.6252565  -0.2822665 ]
2:50661643 [ 0.10996084  4.48779128 -0.18667122]
2:51028662 [-0.00707938  4.62616221 -0.26685629]
2:51095053 [ 0.23955645  4.52855137 -0.21588299]
2:51699054 [ 0.04397394  4.6194354  -0.26642237]
2:52071440 [-0.44755787  4.90579621 -0.21891084]
2:52790493 [-0.3495733   5.04494578 -0.15982752]
2:52812248 [-0.31916918  4.98397308 -0.14113151]
2:52843343 [-0.24312234  4.77478073 -0.29342573]
2:52855689 [-0.03180777  4.71121889 -0.3507642 ]
2:52886040 [ 0.03808939  4.5857662  -0.2655953 ]
2:52904760 [ 0.16584684  4.36698605 -0.24792013]
2:53220422 [-0.33312571  5.09232153 -0.2801135 ]
2:53388690 [ 0.12815623  4.47285984 -0.28993031]
2:54509549 [-0.34014146  4.88887388 -0.22921774]
